Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters,MCS
-5.0,3.0,0.2,2315.0,2315.0,0,1,0,0,400
-5.0,3.0,0.2,2369.5,2369.5,0,1,0,0,400
-5.0,3.0,0.2,1983.0,1983.0,0,0,0,0,400
-5.0,3.0,0.2,2588.5,2588.5,0,0,0,0,400
-5.0,3.0,0.2,2543.0,2543.0,0,0,0,0,400
-5.0,3.0,0.2,2422.0,2422.0,0,0,0,0,400
-5.0,3.0,0.2,1996.0,1996.0,0,0,0,0,400
-5.0,3.0,0.2,1992.0,1992.0,0,0,0,0,400
-5.0,3.0,0.2,2156.0,2156.0,0,0,0,0,400
-5.0,3.0,0.2,2393.5,2393.5,0,0,0,0,400
-5.0,3.0,0.3,2560.0,2560.0,0,0,0,0,400
-5.0,3.0,0.3,1806.0,1806.0,0,0,0,0,400
-5.0,3.0,0.3,2478.0,2478.0,0,0,0,0,400
-5.0,3.0,0.3,4059.0,4059.0,0,0,0,0,400
-5.0,3.0,0.3,1978.0,1978.0,0,0,0,0,400
-5.0,3.0,0.3,2933.0,2933.0,0,0,0,0,400
-5.0,3.0,0.3,2064.0,2064.0,0,0,0,0,400
-5.0,3.0,0.3,2426.5,2426.5,0,0,0,0,400
-5.0,3.0,0.3,2344.0,2344.0,0,0,0,0,400
-5.0,3.0,0.3,1649.0,1649.0,0,0,0,0,400
-5.0,3.0,0.3,2499.0,2499.0,0,0,0,0,400
-5.0,3.0,0.3,2019.5,2019.5,0,0,0,0,400
-5.0,3.0,0.4,2489.0,2489.0,0,0,0,0,400
-5.0,3.0,0.4,2369.0,2369.0,0,0,0,0,400
-5.0,3.0,0.4,2521.0,2521.0,0,0,0,0,400
-5.0,3.0,0.4,2089.0,2089.0,0,0,0,0,400
-5.0,3.0,0.4,2322.5,2322.5,0,0,0,0,400
-5.0,3.0,0.4,3078.0,3078.0,0,0,0,0,400
-5.0,3.0,0.4,2499.5,2499.5,0,0,0,0,400
-5.0,3.0,0.4,3400.5,3400.5,0,0,0,0,400
-5.0,3.0,0.4,2212.0,2212.0,0,0,0,0,400
-5.0,3.0,0.4,2494.0,2494.0,0,0,0,0,400
-5.0,3.0,0.4,1993.0,1993.0,0,0,0,0,400
-5.0,3.0,0.4,1921.0,1921.0,0,0,0,0,400
-5.0,3.0,0.5,2134.0,2134.0,0,0,0,0,400
-5.0,3.0,0.5,1814.0,1814.0,0,0,0,0,400
-5.0,3.0,0.5,2567.0,2567.0,0,0,0,0,400
-5.0,3.0,0.5,2498.0,2498.0,0,0,0,0,400
-5.0,3.0,0.5,1783.5,1783.5,0,0,0,0,400
-5.0,3.0,0.5,2634.5,2634.5,0,0,0,0,400
-5.0,3.0,0.5,1908.5,1908.5,0,0,0,0,400
-5.0,3.0,0.5,2483.0,2483.0,0,0,0,0,400
-5.0,3.0,0.5,2480.5,2480.5,0,0,0,0,400
-5.0,3.0,0.5,2492.0,2492.0,0,0,0,0,400
-5.0,3.0,0.5,2146.0,2146.0,0,0,0,0,400
-5.0,3.0,0.5,2833.0,2833.0,0,0,0,0,400
-5.0,3.0,0.6,3461.0,3461.0,0,0,0,0,400
-5.0,3.0,0.6,2360.5,2360.5,0,0,0,0,400
-5.0,3.0,0.6,2531.5,2531.5,0,0,0,0,400
-5.0,3.0,0.6,1755.0,1755.0,0,0,0,0,400
-5.0,3.0,0.6,2568.0,2568.0,0,0,0,0,400
-5.0,3.0,0.6,2290.5,2290.5,0,0,0,0,400
